BEB,HG03006,3,13189,11641,40694,51423,49892,74372
BEB,HG03007,3,13361,11651,40049,52068,51007,74200
BEB,HG03009,3,13111,11522,40878,51239,50082,74450
BEB,HG03012,3,13355,11559,40183,51934,50649,74206
BEB,HG03585,3,13215,11497,40572,51545,50768,74346
BEB,HG03589,3,13488,11138,40698,51419,49384,74073
BEB,HG03593,3,13740,11630,40441,51676,49864,73821
BEB,HG03594,3,13842,11077,40625,51492,49283,73719
BEB,HG03595,3,13200,11622,40249,51868,50715,74361
BEB,HG03598,3,13195,11607,40791,51326,50485,74366
BEB,HG03600,3,13196,11795,40708,51409,50360,74365
BEB,HG03603,3,13609,11253,40337,51780,50021,73952
BEB,HG03604,3,13112,11489,40968,51149,49539,74449
BEB,HG03607,3,13344,11676,40661,51456,50230,74217
BEB,HG03611,3,13571,11397,40424,51693,49955,73990
BEB,HG03615,3,13932,11491,39957,52160,50146,73629
BEB,HG03616,3,13448,11707,40584,51533,50295,74113
BEB,HG03793,3,13253,11521,40537,51580,50342,74308
BEB,HG03796,3,13748,11044,40167,51950,49583,73813
BEB,HG03800,3,13015,11707,40768,51349,50100,74546
BEB,HG03802,3,13337,11300,41055,51062,49266,74224
BEB,HG03803,3,13351,11531,40436,51681,50245,74210
BEB,HG03805,3,14061,11329,39928,52189,49623,73500
BEB,HG03808,3,13446,11350,40352,51765,49825,74115
BEB,HG03809,3,13151,11615,40864,51253,50458,74410
BEB,HG03812,3,13141,11578,40422,51695,50328,74420
BEB,HG03814,3,13532,11694,39963,52154,50667,74029
BEB,HG03815,3,13544,11909,39985,52132,50754,74017
BEB,HG03817,3,13316,11492,39986,52131,50572,74245
BEB,HG03821,3,12815,11888,40505,51612,50863,74746
BEB,HG03823,3,13054,12274,40283,51834,51576,74507
BEB,HG03824,3,13467,11737,40257,51860,50293,74094
BEB,HG03826,3,13375,11580,40680,51437,50245,74186
BEB,HG03829,3,13345,11849,40355,51762,50808,74216
BEB,HG03830,3,13321,11680,40314,51803,50415,74240
BEB,HG03832,3,13415,11565,40695,51422,49880,74146
BEB,HG03833,3,13068,11683,40357,51760,50274,74493
BEB,HG03902,3,13078,11608,40726,51391,49869,74483
BEB,HG03905,3,13420,12055,40190,51927,51017,74141
BEB,HG03907,3,13967,11290,40514,51603,49957,73594
BEB,HG03908,3,13309,11525,40798,51319,49891,74252
BEB,HG03910,3,13616,11832,40004,52113,50364,73945
BEB,HG03911,3,13270,11529,40859,51258,49831,74291
BEB,HG03913,3,13206,11411,40783,51334,50091,74355
BEB,HG03914,3,13700,11428,40148,51969,49766,73861
BEB,HG03916,3,13644,11673,39894,52223,50474,73917
BEB,HG03917,3,13287,11646,40200,51917,50643,74274
BEB,HG03919,3,13455,11499,40497,51620,49446,74106
BEB,HG03920,3,13089,11396,41170,50947,49587,74472
BEB,HG03922,3,12600,11507,41227,50890,50342,74961
BEB,HG03925,3,13466,11764,40382,51735,50825,74095
BEB,HG03926,3,13229,11382,40738,51379,49426,74332
BEB,HG03928,3,13383,11503,40268,51849,50539,74178
BEB,HG03931,3,13492,11499,40554,51563,50467,74069
BEB,HG03934,3,13496,11989,40235,51882,50821,74065
BEB,HG03937,3,13503,11413,40458,51659,50024,74058
BEB,HG03940,3,13687,11602,40467,51650,50052,73874
BEB,HG03941,3,13340,11422,40322,51795,50425,74221
BEB,HG04131,3,13552,11431,40101,52016,50801,74009
BEB,HG04134,3,13599,11725,39918,52199,50718,73962
