CEU,NA06984,12,8582,7268,23641,32813,31042,45467
CEU,NA06985,12,8669,7169,23675,32779,31104,45380
CEU,NA06986,12,8254,7167,23957,32497,31490,45795
CEU,NA06989,12,8536,7333,23549,32905,31306,45513
CEU,NA06994,12,9008,7406,23113,33341,31610,45041
CEU,NA07000,12,8278,7029,24321,32133,30856,45771
CEU,NA07037,12,8694,7502,23421,33033,31859,45355
CEU,NA07048,12,8558,7468,23248,33206,32145,45491
CEU,NA07051,12,8551,7032,24102,32352,30827,45498
CEU,NA07056,12,8275,7155,24027,32427,31078,45774
CEU,NA07347,12,8028,7111,24185,32269,31095,46021
CEU,NA07357,12,8156,7480,23932,32522,31591,45893
CEU,NA10847,12,8432,7293,23614,32840,31050,45617
CEU,NA10851,12,8736,7193,23375,33079,31167,45313
CEU,NA11829,12,8737,7249,23577,32877,31470,45312
CEU,NA11830,12,8276,6998,23850,32604,31013,45773
CEU,NA11831,12,8421,6981,24044,32410,30572,45628
CEU,NA11832,12,8402,7349,23851,32603,31401,45647
CEU,NA11840,12,8393,6973,23784,32670,31282,45656
CEU,NA11843,12,8386,7146,23920,32534,31032,45663
CEU,NA11881,12,8671,7051,23727,32727,30836,45378
CEU,NA11892,12,8235,7263,23375,33079,31559,45814
CEU,NA11893,12,8528,7324,23621,32833,30849,45521
CEU,NA11894,12,8440,7083,23750,32704,31075,45609
CEU,NA11918,12,8766,7025,23682,32772,30754,45283
CEU,NA11919,12,8493,7218,23748,32706,30920,45556
CEU,NA11920,12,8270,7340,23679,32775,31721,45779
CEU,NA11930,12,8384,7261,24224,32230,30953,45665
CEU,NA11931,12,8693,7025,23100,33354,31540,45356
CEU,NA11932,12,8600,7180,23606,32848,31346,45449
CEU,NA11933,12,8928,7116,23467,32987,30907,45121
CEU,NA11992,12,8332,7332,23746,32708,31595,45717
CEU,NA11994,12,8423,7332,23520,32934,31814,45626
CEU,NA11995,12,8670,6961,24043,32411,30474,45379
CEU,NA12003,12,8667,7294,23528,32926,31150,45382
CEU,NA12004,12,8991,7272,22889,33565,31644,45058
CEU,NA12005,12,8545,7043,23743,32711,31282,45504
CEU,NA12006,12,8461,7295,23207,33247,31825,45588
CEU,NA12043,12,8663,7315,23405,33049,31387,45386
CEU,NA12044,12,8583,7352,23235,33219,31736,45466
CEU,NA12045,12,8413,7317,23488,32966,31818,45636
CEU,NA12046,12,8338,7300,23928,32526,31414,45711
CEU,NA12058,12,8508,7375,23656,32798,31596,45541
CEU,NA12144,12,8246,7193,23955,32499,31297,45803
CEU,NA12154,12,8637,7262,23376,33078,31304,45412
CEU,NA12155,12,8815,7219,23537,32917,31359,45234
CEU,NA12156,12,8583,7202,23792,32662,30989,45466
CEU,NA12234,12,8583,7298,23896,32558,30854,45466
CEU,NA12249,12,8343,7258,23735,32719,31274,45706
CEU,NA12272,12,8502,7184,23611,32843,31207,45547
CEU,NA12273,12,8286,7258,23688,32766,31472,45763
CEU,NA12275,12,8299,7305,23706,32748,31604,45750
CEU,NA12282,12,8159,7291,23572,32882,31687,45890
CEU,NA12283,12,8416,7219,23403,33051,31339,45633
CEU,NA12286,12,8926,7094,23214,33240,31294,45123
CEU,NA12287,12,8598,7219,23472,32982,31698,45451
CEU,NA12340,12,8816,7228,23514,32940,30898,45233
CEU,NA12341,12,8347,7269,24021,32433,31069,45702
CEU,NA12342,12,8460,6962,23881,32573,30942,45589
CEU,NA12347,12,8108,7316,24340,32114,31101,45941
CEU,NA12348,12,8553,7161,23494,32960,31437,45496
CEU,NA12383,12,8195,7095,23857,32597,31278,45854
CEU,NA12399,12,8271,7263,23821,32633,31411,45778
CEU,NA12400,12,8935,6926,23286,33168,30895,45114
CEU,NA12413,12,8638,7119,23771,32683,31130,45411
CEU,NA12414,12,8374,6981,23708,32746,31242,45675
CEU,NA12489,12,8410,6986,24001,32453,30840,45639
CEU,NA12546,12,8211,7383,23766,32688,31736,45838
CEU,NA12716,12,8336,7197,23831,32623,31104,45713
CEU,NA12717,12,8708,7239,23667,32787,31389,45341
CEU,NA12718,12,8038,7241,24087,32367,31221,46011
CEU,NA12748,12,8286,7195,23763,32691,31334,45763
CEU,NA12749,12,8714,7353,23145,33309,31280,45335
CEU,NA12750,12,8352,7329,23663,32791,31600,45697
CEU,NA12751,12,8478,7293,23441,33013,31542,45571
CEU,NA12760,12,8564,7153,23547,32907,31393,45485
CEU,NA12761,12,8539,7071,23129,33325,31483,45510
CEU,NA12762,12,8697,7137,23349,33105,31350,45352
CEU,NA12763,12,8527,7231,23441,33013,31446,45522
CEU,NA12775,12,8382,7295,23664,32790,31534,45667
CEU,NA12776,12,8541,7272,23699,32755,31238,45508
CEU,NA12777,12,8675,7140,23758,32696,31219,45374
CEU,NA12778,12,8610,7324,23560,32894,31513,45439
CEU,NA12812,12,8523,7154,23681,32773,31090,45526
CEU,NA12813,12,8527,7292,23403,33051,31544,45522
CEU,NA12814,12,8087,7208,24022,32432,31398,45962
CEU,NA12815,12,8769,7208,23681,32773,30972,45280
CEU,NA12827,12,8167,7371,24009,32445,31347,45882
CEU,NA12828,12,8722,7232,23165,33289,31580,45327
CEU,NA12829,12,8828,7029,23275,33179,31233,45221
CEU,NA12830,12,8328,7240,23926,32528,31151,45721
CEU,NA12842,12,8153,7338,24298,32156,30945,45896
CEU,NA12843,12,8419,7379,23767,32687,31444,45630
CEU,NA12872,12,8110,7239,23815,32639,31545,45939
CEU,NA12873,12,8515,7434,23303,33151,31764,45534
CEU,NA12874,12,7894,7169,24331,32123,30995,46155
CEU,NA12878,12,8511,7184,23705,32749,31390,45538
CEU,NA12889,12,8881,7171,23250,33204,31220,45168
CEU,NA12890,12,8511,6996,23734,32720,31119,45538
FIN,HG00171,12,8444,7134,23804,32650,30831,45605
FIN,HG00173,12,8383,7013,23702,32752,31206,45666
FIN,HG00174,12,8400,7248,23530,32924,31614,45649
FIN,HG00176,12,8597,7024,23394,33060,31052,45452
FIN,HG00177,12,8453,7198,23558,32896,31303,45596
FIN,HG00178,12,8426,7204,23811,32643,31278,45623
FIN,HG00179,12,8429,7140,23632,32822,30931,45620
FIN,HG00180,12,8489,7216,23302,33152,31538,45560
FIN,HG00181,12,8192,7468,23579,32875,32164,45857
FIN,HG00182,12,8740,6985,23455,32999,31076,45309
FIN,HG00183,12,8741,7490,23272,33182,32168,45308
FIN,HG00185,12,8412,7503,23405,33049,31946,45637
FIN,HG00186,12,8249,7139,23855,32599,31350,45800
FIN,HG00187,12,8522,7298,23430,33024,31855,45527
FIN,HG00188,12,8297,7000,23863,32591,31103,45752
FIN,HG00189,12,8438,7319,23538,32916,31674,45611
FIN,HG00190,12,8075,7179,24168,32286,31054,45974
FIN,HG00266,12,8139,7024,23954,32500,30781,45910
FIN,HG00267,12,8559,7115,23345,33109,31486,45490
FIN,HG00268,12,8584,7135,23468,32986,31357,45465
FIN,HG00269,12,8429,7163,23530,32924,31274,45620
FIN,HG00271,12,8484,7307,23141,33313,31837,45565
FIN,HG00272,12,8487,7049,23847,32607,30747,45562
FIN,HG00273,12,8414,6981,23914,32540,31027,45635
FIN,HG00274,12,8437,6975,23595,32859,31185,45612
FIN,HG00275,12,8370,7234,23866,32588,31415,45679
FIN,HG00276,12,8511,7176,23701,32753,31098,45538
FIN,HG00277,12,8070,7133,24099,32355,30876,45979
FIN,HG00278,12,8539,7105,23672,32782,31172,45510
FIN,HG00280,12,8566,7227,23330,33124,31350,45483
FIN,HG00281,12,8953,7194,23273,33181,31276,45096
FIN,HG00282,12,8984,7269,23005,33449,31647,45065
FIN,HG00284,12,8306,7406,23563,32891,31760,45743
FIN,HG00285,12,8423,7225,23330,33124,31406,45626
FIN,HG00288,12,8420,7188,23518,32936,31365,45629
FIN,HG00290,12,8239,7386,23841,32613,31667,45810
FIN,HG00304,12,8532,7188,23427,33027,31087,45517
FIN,HG00306,12,8349,7144,23662,32792,31216,45700
FIN,HG00308,12,8967,7095,23183,33271,31068,45082
FIN,HG00309,12,8824,7170,23208,33246,31562,45225
FIN,HG00310,12,8684,7246,23495,32959,31019,45365
FIN,HG00311,12,8825,7174,23506,32948,30911,45224
FIN,HG00313,12,8562,7403,23559,32895,31454,45487
FIN,HG00315,12,8253,7275,23939,32515,30973,45796
FIN,HG00318,12,8235,7273,24031,32423,30993,45814
FIN,HG00319,12,8633,7123,23518,32936,30836,45416
FIN,HG00320,12,8308,7127,23946,32508,31065,45741
FIN,HG00321,12,8607,7034,24009,32445,30791,45442
FIN,HG00323,12,8532,7411,23516,32938,31639,45517
FIN,HG00324,12,8857,7269,22845,33609,31497,45192
FIN,HG00325,12,7951,7195,23965,32489,31164,46098
FIN,HG00326,12,8175,7199,23725,32729,31371,45874
FIN,HG00327,12,8647,7337,23175,33279,31345,45402
